Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull
149,12,32,null,3FGI7,0-AllShips,null,16,null,null,Piraeus,null,8,3160800,null,null,null,70,9412775,PERAMA,37.883333,183,23.51855,354102000,Zouzou,1-AtAnchor,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-06-09T05:19:25.000Z""",1654751965,8-Tanker,null,null,null
2,3,6,null,ZMZ3789,0-AllShips,null,165.6,null,null,,null,0,0,null,null,null,165.6,0,PICTON,-41.276377,25,173.77107,512003604,Tasman Challenger,15-NotDefined,null,null,null,null,null,null,null,null,null,3.6,null,null,null,"""2022-11-09T22:52:28.000Z""",1668034348,37-Pleasure,null,null,null
76,10,16,Shin Kurushima Imabari,3FVD,0-AllShips,Registro Italiano Navale,257.8,Malta,4258,Pg Rab,6.62,5,11211400,null,Panama,3767,255,9136890,MAZATLAN,9.72977,101,-159.499662,356889000,Angara,0-Underway(Engine),4396712A,Alpha Reefer Transport GmbH,Yustat Group Ltd,West of England,Panama,Propeller : Fixed Pitch,null,null,null,12.6,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:44:19.000Z""",1668181459,7-Cargo,21/12/1995,15.1,SH
88,9,18,null,3BSD,0-AllShips,null,-1,null,null,Port Louis,null,0,1290700,null,null,null,175.7,8819287,PORT LOUIS,-20.127802,109,57.47458,645376000,Auxis,1-AtAnchor,null,null,null,null,null,null,null,null,null,0.2,null,null,null,"""2021-02-10T05:28:45.000Z""",1612934925,7-Cargo,null,null,null
135,7,22,Mathias-Thesen-Werft VEB,UFXA,0-AllShips,Russian Maritime Register,49,Russia,13494,Zhoushan. China,9.6,7.5,11101400,null,Russia,12403,148,8701040,PUSAN,30.132905,153,122.430292,273210110,Pamyat Kirova,1-AtAnchor,null,Baltmed Reefer Services Ltd,  Unknown,UK P&I,Kaliningrad,Propeller : Fixed Pitch,1102574,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:32:11.000Z""",1668184331,7-Cargo,1987-00-00,15,SH
0,0,0,null,AZZARA,0-AllShips,null,168.1,null,null,,null,0,0,null,null,null,168.1,0,AMBON,-6.54065,1,109.92262,525900909,Dm Putra Bahari,15-NotDefined,null,null,null,null,null,null,null,null,null,4.7,null,null,null,"""2022-05-29T08:35:51.000Z""",1653813351,30-Fishing,null,null,null
15,5,10,Aas Mekaniske Verksted AS,CFN5530,9-NoInfo,null,223.1,Canada,650,Wallace Cove,4.62,4,10121230,null,Canada,494,111,9165475,LUNENBURG,47.480778,40,-55.793698,316018751,Ronja,0-Underway(Engine),835146,Northern Harvest Sea Farms Inc,Northern Harvest Sea Farms Inc,Unknown,"St Andrews, NB",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:16:36.000Z""",1668183396,9-Other,12/09/1997,10,SH
90,4,17,Miyoshi Shipbuilding Co Ltd,3FTS6,0-AllShips,Nippon Kaiji Kyokai,96.2,Japan,4511,Tn Mah,6.38,5.4,10300800,null,Panama,4177,130,9145920,VALLETTA HARBORS,35.424188,115,11.076063,353185000,Kurikoma,1-AtAnchor,2348697D,Toei Reefer Line Ltd,Toei Reefer Line Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,1360577,KURI,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-10T16:48:26.000Z""",1668098906,7-Cargo,17/10/1996,15,null
90,8,17,null,JVKH7,0-AllShips,null,63.4,null,null,Ningde,null,5.6,9121630,null,null,null,63.4,8203816,KAO-HSIUNG,26.86415,108,119.673567,457166000,Xin Yu 1,0-Underway(Engine),null,null,null,null,null,null,null,null,null,8.1,null,null,null,"""2021-08-16T07:58:21.000Z""",1629100701,7-Cargo,null,null,null
0,0,0,Watanabe Zosen KK - Imabari,,0-AllShips,Flag authority,263.3,Japan,209,,null,0,0,SN1-164,Japan,230,65.8,0,SAKAI KO,35.547867,0,133.236547,431401192,28wakabamaru,15-NotDefined,128047,Wakaba Gyogyo KK,  Unknown,Unknown,"Matsue, Shimane",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fishing Vessel,"""2021-09-06T01:48:35.000Z""",1630892915,30-Fishing,05/04/1988,0,SH
null,null,null,null,null,null,null,136,null,null,null,null,null,null,null,null,null,143,null,null,-64.33212,null,-74.013375,636017010,null,0-Underway(Engine),null,null,null,null,null,null,null,null,null,15.8,null,null,null,"""2022-05-26T01:11:16.000Z""",1653527476,null,null,null,null
66,12,16,Kochi (Kaisei),UHJK,0-AllShips,Russian Maritime Register,66.2,Russia,3930,Okhotsk Sea,6.568,5.5,11182022,null,Russia,3235,19,8210247,PUSAN,35.229988,92,129.838442,273358410,Bukhta Asacha,0-Underway(Engine),null,Dilmas Co Ltd,Dilmas Co Ltd,Ingosstrakh Insurance,Korsakov,Propeller : Fixed Pitch,427304563,null,null,9.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:40:33.000Z""",1668184833,7-Cargo,30/09/1982,14,null
0,0,0,Marine Teknik,TCPU6,0-AllShips,null,91.8,Turkey,170,,null,0,2460,null,Turkey,134,91.8,0,HOPA,37.13147,0,27.567107,271001036,Kilic-10,0-Underway(Engine),null,Kilic Deniz Urunleri Uretimi,  Unknown,Unknown,Bodrum,"Propeller : Yes, Type Unknown",null,null,null,8.8,S,In Service/Commission,Fish Carrier,"""2022-11-09T09:03:34.000Z""",1667984614,7-Cargo,30/06/2004,0,SH
16,4,6,null,YEA5373,0-AllShips,null,317.8,null,null,,null,0,0,null,null,null,317.8,0,BENOA,-6.669368,26,132.662185,525700779,Km Sanjaya - 17,15-NotDefined,null,null,null,null,null,null,null,null,null,0.1,null,null,null,"""2022-11-10T06:04:44.000Z""",1668060284,30-Fishing,null,null,null
66,8,16,Kochi Jyuko,V3ZI6,0-AllShips,Russian Maritime Register,-1,Ukraine,3945,To Order,6.568,5.9,11110930,null,Belize,3246,251,8210259,ABIDJAN,5.229228,92,-4.054368,312599000,Rangiroa,1-AtAnchor,141820386,Seatraffic Ltd,  Unknown,Shipowners' Club,Belize City,Propeller : Fixed Pitch,null,null,null,0.3,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:30:11.000Z""",1668184211,7-Cargo,05/10/1982,14.4,SH
106,16,20,Kyokuyo Shipyard Corp,3ELC8,0-AllShips,Nippon Kaiji Kyokai,121.4,Japan,7314,Jp Yos,7.113,6.1,11221600,null,Panama,6558,121,9666481,VALLETTA HARBORS,1.28185,134,103.305092,370599000,Ibuki,0-Underway(Engine),4640314A,Shinko Kaiun Co Ltd,Yamane Sangyo KK,Unknown,Panama,Propeller : Fixed Pitch,null,null,null,13.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:38:00.000Z""",1668184680,7-Cargo,07/10/2012,16,null
6,5,8,null,CA8254,0-AllShips,null,313.1,null,null,Pto Montt,null,3.6,1110800,null,null,null,150,9121780,PUERTO MONTT,-41.516943,31,-73.028975,259307000,Grip Polar,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-01-27T13:28:08.000Z""",1611754088,7-Cargo,null,null,null
123,11,22,Fukuoka Shipbuilding - Fukuoka,3FWY6,0-AllShips,Nippon Kaiji Kyokai,21.1,Greece,10837,Es Lpa,9.015,7,11010800,null,Panama,9083,41,9151113,LAS PALMAS,28.07295,144,-15.394815,355076000,Procyon,1-AtAnchor,25779PEXT1,Alpha Reefer Transport GmbH,Lavinia Corp,UK P&I,Panama,Propeller : Fixed Pitch,335507610,CYON,Refrigerated Cargo Ship,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:39:56.000Z""",1668184796,7-Cargo,11/09/1996,20,null
0,0,0,Izutsu,,0-AllShips,null,143,Japan,null,,null,0,0,null,Japan,281,204,0,SAKAI KO,42.640105,0,141.652067,431000665,No.78 Niimaru,15-NotDefined,140809,Nitta Gyogyo,  Unknown,Unknown,"Matsue, Shimane","Propeller : Yes, Type Unknown",null,null,null,1.1,S,In Service/Commission,Fishing Vessel,"""2022-02-21T03:22:34.000Z""",1645413754,30-Fishing,2008-05-00,16.5,SH
115,13,21,Shin Kurushima Onishi,A8OL6,0-AllShips,Lloyd's Register,181.2,Netherlands,11540,Matadi,9.417,7.7,11170900,null,Liberia,9070,181,8920141,SKAGEN HAVN,11.238645,148,-18.006743,636013651,Fuji Bay,0-Underway(Engine),13651,Seatrade Reefer Chartering NV,Seatrade Groningen BV,Skuld,Monrovia                              ,Propeller : Fixed Pitch,null,null,null,16,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:28:05.000Z""",1668184085,7-Cargo,30/07/1990,17.2,DBE
14,3,8,Yamanishi Shipbuilding Co Ltd,UHBM,0-AllShips,Russian Maritime Register,233.7,Russia,523,Bme,3.96,7.2,5291200,null,Russia,821,241,8304402,PETROPAVLOVSK,61.487182,58,175.551217,273349420,Parnas,7-EngagedInFishing,null,Rosfishflot Co Ltd,  Unknown,Unknown,Nevelsk,Propeller : Controllable Pitch,null,null,null,2.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:16:26.000Z""",1668183386,30-Fishing,26/05/1983,14,null
79,13,16,null,UFOR,0-AllShips,null,42.2,null,null,Chitagong,null,6.9,3220800,null,null,null,13,8223464,PUSAN,8.404527,99,97.143682,273324210,Arctic,0-Underway(Engine),null,null,null,null,null,null,null,null,null,3.2,null,null,null,"""2022-03-20T00:18:26.000Z""",1647735506,7-Cargo,null,null,null
62,3,12,Buesumer,UDOW,0-AllShips,Russian Maritime Register,183.9,Russia,2175,Busan,5.76,5.8,11120800,null,Russia,1727,187,7700116,VLADIVOSTOK,42.60097,78,131.5667,273441670,Jupiter,0-Underway(Engine),784869,Vladkristall Co Ltd,Vladkristall Co Ltd,VSK Insurance,Nakhodka,Propeller : Fixed Pitch,null,null,null,8.6,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-09T15:47:18.000Z""",1668008838,7-Cargo,21/07/1978,13.5,null
24,4,8,United States Navy Mare I,WDC8229,0-AllShips,null,322.2,United States of America,null,Port Angels,null,0,0,null,United States Of America,224,326,0,SEATTLE,47.629963,40,-122.379455,367083650,F/v Harvestor,15-NotDefined,618129,Harvestor Inc,  Unknown,Unknown,"Port Alexander, AK",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fishing Vessel,"""2022-11-11T16:39:33.000Z""",1668184773,30-Fishing,null,0,SH
146,18,26,Shikoku Dockyard,HPXM,1-HazCatA,Nippon Kaiji Kyokai,236.6,Japan,16543,Dakar,9.72,8.9,11140900,null,Panama,17411,240,9765859,ABIDJAN,5.049747,189,-4.188225,351689000,Star Courage,0-Underway(Engine),4927617A,Star Reefers Pool Inc,Nissen Kaiun Co Ltd,UK P&I,Panama,Propeller : Fixed Pitch,435168912,null,Other cargo ship,17.6,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:36:15.000Z""",1668184575,7-Cargo,28/11/2016,20,null
126,12,23,Schichau Seebeckwerft AG - GEU,C6VR5,9-NoInfo,Registro Italiano Navale,194.9,Sweden,12891,Cr Mob,9.53,8.6,11222000,null,Bahamas,10842,193,9014767,SANKT-PETERBURG,43.669613,156,-10.022467,309716000,Baltic Autumn,0-Underway(Engine),9000212,Cool Carriers AB,  Unknown,Ingosstrakh Insurance,Nassau                                ,Propeller : Fixed Pitch,null,null,null,16.6,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:40:21.000Z""",1668184821,9-Other,16/10/1992,21.5,null
110,9,20,null,3FYV8,0-AllShips,null,2,null,null,>ph Dvo,null,5.3,9141700,null,null,null,0,9179397,MASAN,7.136935,139,125.670428,373962000,Aracena Carrier,0-Underway(Engine),null,null,null,null,null,null,null,null,null,14.6,null,null,null,"""2021-09-15T08:38:04.000Z""",1631695084,7-Cargo,null,null,null
94,14,16,null,E5U2972,0-AllShips,null,313,null,null,Alang,null,5.2,5231000,null,null,null,314,8410914,NACALA,21.400792,129,72.201698,518100027,China Frost,0-Underway(Engine),null,null,null,null,null,null,null,null,null,11,null,null,null,"""2021-06-08T09:26:43.000Z""",1623144403,7-Cargo,null,null,null
97,8,16,Imai Shipbuilding Co Ltd,5SAE,0-AllShips,null,95.8,Seychelles,5589,Ehoala,7.214,7.2,8130000,null,Madagascar,4790,12.4,8608597,FARADOFAY,-25.06533,125,46.964965,647801301,Amory,5-Moored,null,Luckky Shipmanagement SEY,  Unknown,Unknown,null,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:34:03.000Z""",1668184443,7-Cargo,19/06/1986,15.5,null
71,4,14,Kurinoura Dockyard Co Ltd,UBDT7,9-NoInfo,Russian Maritime Register,319.4,Russia,2813,Bme,5.15,4.4,10240600,null,Russia,2620,77,8909680,VLADIVOSTOK,59.0942,94,163.9331,273211120,Artemida,1-AtAnchor,null,Rosfishflot Co Ltd,  Unknown,Korea P&I Club,Korsakov,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:31:22.000Z""",1668180682,7-Cargo,17/03/1989,13.1,SH
20,3,6,null,YB3775,0-AllShips,null,-1,null,null,,null,0,0,null,null,null,168.3,0,BELAWAN,3.778617,24,98.71161,525960161,Asahan Jaya Ii,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-12-28T01:21:53.000Z""",1640654513,7-Cargo,null,null,null
65,3,12,Miura Saiki,V3IJ,0-AllShips,null,0,Hong Kong,733,Lvshun,null,4,11070900,null,Belize,1498,42,8967307,ONOMICHI-ITOZAKI,38.810523,74,121.138353,312003000,Alliance7,0-Underway(Engine),612020177,De Han Shipping Ltd,  Unknown,Unknown,Belize City,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,General Cargo Ship,"""2020-12-08T03:29:21.000Z""",1607398161,7-Cargo,2001-04-00,12.5,null
20,4,8,null,JVPD6,5-Reserved,null,266,null,null,,null,0,0,null,null,null,266,0,HONG KONG,22.222315,50,114.129338,457430000,Ocean Rich,15-NotDefined,null,null,null,null,null,null,null,null,null,0.1,null,null,null,"""2020-02-21T07:25:20.000Z""",1582269920,7-Cargo,null,null,null
96,8,18,null,D5JZ8,1-HazCatA,null,251.9,null,null,Klaipeda,null,4.5,3100500,null,null,null,255,9163403,KLAIPEDA,51.440033,118,3.638717,636017251,Sierra Laurel,0-Underway(Engine),null,null,null,null,null,null,null,null,null,16,null,null,null,"""2021-10-27T23:17:22.000Z""",1635376642,7-Cargo,null,null,null
27,6,8,null,YE!2123,1-HazCatA,null,288.9,null,null,,null,0,0,null,null,null,288.9,0,null,1.136885,34,130.252517,525700927,Km Sentosa Xviii,15-NotDefined,null,null,null,null,null,null,null,null,null,9.2,null,null,null,"""2022-08-24T12:57:36.000Z""",1661345856,1-Reserved,null,null,null
54,11,13,Baltijos,UIRO,0-AllShips,Russian Maritime Register,146.9,Russia,899,Njk,4.04,4.2,9222000,null,Russia,2390,146.9,9075840,NAKHODKA,42.792183,85,132.884067,273815080,Amurskoe,5-Moored,null,Seafoodkam LLC,  Unknown,Unknown,Korsakov,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Factory Ship,"""2022-11-11T16:40:46.000Z""",1668184846,30-Fishing,null,11.25,SH
18,9,12,null,WDE7634,0-AllShips,null,259.2,null,null,Tacoma,null,4,3081700,null,null,null,233.5,8016330,TACOMA,47.284432,71,-122.410822,367395640,Aleutian  Falcon,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-02-18T06:03:10.000Z""",1613628190,30-Fishing,null,null,null
55,5,12,null,BZ9UQ,0-AllShips,null,302.3,null,null,,null,0,0,null,null,null,302.3,0,PUSAN,26.077588,77,119.802155,412440837,Minxiayu09852,0-Underway(Engine),null,null,null,null,null,null,null,null,null,7.8,null,null,null,"""2022-11-06T22:25:42.000Z""",1667773542,7-Cargo,null,null,null
26,5,10,Izutsu,,0-AllShips,null,276.7,Japan,null,,3.7,0,0,IG1-689,Japan,383,276.7,0,CHOSHI,35.748193,52,140.841005,431002828,Ishidamaru No67,15-NotDefined,141464,Ishidamaru Gyogyo KK,  Unknown,Unknown,"Kamisu, Ibaraki","Propeller : Yes, Type Unknown",null,null,null,0.7,S,In Service/Commission,Fishing Vessel,"""2022-11-10T13:50:35.000Z""",1668088235,30-Fishing,19/03/2011,0,SH
0,0,0,null,YB5460,0-AllShips,null,41.9,null,null,,null,0,0,null,null,null,41.9,0,JAKARTA,-5.917825,0,106.914793,525600732,Sinar Jaya Perkasa,15-NotDefined,null,null,null,null,null,null,null,null,null,5.1,null,null,null,"""2022-09-07T14:25:29.000Z""",1662560729,30-Fishing,null,null,null
71,11,14,null,HPLJ,9-NoInfo,null,223,null,null,Busan,null,4.6,11260700,null,null,null,336,9140097,PUSAN,35.054783,91,128.99965,351103000,Victoria-a,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2019-12-16T04:47:59.000Z""",1576471679,7-Cargo,null,null,null
99,9,18,Kochi Jyuko,3EFA6,0-AllShips,Nippon Kaiji Kyokai,-1,South Korea,6553,Rbl/png,7.317,5.5,8220900,null,Panama,4963,170,8609979,RABAUL,-4.236685,124,152.158565,374830000,Sein Grace,1-AtAnchor,4791216,Sein Shipping Co Ltd,  Unknown,Unknown,Panama,Propeller : Fixed Pitch,null,null,null,-1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:16:04.000Z""",1668183364,7-Cargo,13/08/1986,17,null
40,10,20,null,YE5701,0-AllShips,null,294.6,null,null,,null,0,0,null,null,null,0,0,AMBON,-3.705853,90,128.105387,525101826,Tkf Lima,15-NotDefined,null,null,null,null,null,null,null,null,null,2.2,null,null,null,"""2021-10-11T14:01:08.000Z""",1633960868,30-Fishing,null,null,null
11,9,14,Detroit Chile SA,CA4364,0-AllShips,Bureau Veritas,249.6,Chile,2219,Quellon,4.7,5,11110130,null,Chile,1573,258,9673094,PUERTO MONTT,-43.120022,63,-73.57173,725001071,Tyr,5-Moored,3340,Detroit Chile SA,Detroit Chile SA,West of England,Valparaiso,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:26:27.000Z""",1668183987,7-Cargo,21/08/2013,12,SH
96,12,18,Zhoushan Zhaobao Shipbuilding,BLBN2,0-AllShips,China Classification Society,124.8,China,6862,Ki Trw Off,7,6.4,11170000,null,"China, People's Republic Of",5784,123,9797527,TARAWA ATOLL,14.895382,121,151.385135,413459190,Yong Fa Yun 12,0-Underway(Engine),null,Ningbo Yongfa Ocean Fisheries,Ningbo Yongfa Ocean Fisheries,London P&I Club,"Ningbo, Zhejiang",Propeller : Fixed Pitch,null,null,null,11.8,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:04:34.000Z""",1668182674,7-Cargo,13/01/2016,13.5,SH
119,7,22,Kitanihon,3EML2,0-AllShips,Nippon Kaiji Kyokai,6,Japan,10630,>>ph Dvo,9.016,5.1,11071100,null,Panama,9576,350,9355032,DAVAO,7.206517,143,125.652817,357993000,Lady Rose,5-Moored,3307307C,Shinsei Kaiun Co Ltd,Shinsei Kaiun Co Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,435799310,null,Other cargo ship,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:00:30.000Z""",1668178830,7-Cargo,30/05/2007,19.6,null
113,17,22,Mathias-Thesen-Werft VEB,UIQL,0-AllShips,Russian Maritime Register,335.1,Russia,10085,Sea Of Okhotsk,8.29,7.2,11141200,null,Russia,12410,344,8701038,VLADIVOSTOK,49.166383,153,144.838267,273429140,Vasiliy Poleshchuk,0-Underway(Engine),null,Lodia LLC,  Unknown,Ingosstrakh Insurance,Vladivostok,Propeller : Fixed Pitch,null,null,null,9.5,S,In Service/Commission,Fish Carrier,"""2022-11-11T15:30:30.000Z""",1668180630,7-Cargo,null,15,SH
137,18,25,Kitanihon,PCIU,9-NoInfo,Bureau Veritas,144.8,Netherlands,15692,Tamatave,10.3,7.9,11190800,null,Netherlands,14091,147,9454761,DAKAR,-29.192792,165,13.665892,245723000,Atlantic Klipper,0-Underway(Engine),54210,Seatrade Reefer Chartering NV,Cornelis Vrolijk's Visserij,Skuld,Scheveningen                          ,Propeller : Fixed Pitch,424572311,null,null,16.3,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:34:58.000Z""",1668184498,7-Cargo,28/08/2010,21.5,null
0,0,0,null,,,null,0.2,null,null,,null,0,0,null,null,null,0.2,0,JAKARTA,-5.897283,0,106.806127,525500944,Km Rezeki Mulia 77,15-NotDefined,null,null,null,null,null,null,null,null,null,7.3,null,null,null,"""2021-06-30T12:24:29.000Z""",1625055869,,null,null,null
null,null,null,null,null,null,null,312.7,null,null,null,null,null,null,null,null,null,510,null,null,72.749985,null,-0.80718,310118000,null,0-Underway(Engine),null,null,null,null,null,null,null,null,null,90.9,null,null,null,"""2022-04-26T13:22:54.000Z""",1650979374,null,null,null,null
93,7,17,ShinA Shipbuilding Co Ltd,V4IU4,9-NoInfo,Korean Register,136.7,Oman,5918,Jea,6.513,6,11112000,null,St Kitts & Nevis,3997,137,9128324,MINA JABAL ALI,25.273583,107,54.878947,341104000,Mm Madrid,0-Underway(Engine),SKN 1003803,Garnet Global Business LLC,  Unknown,Korea P&I Club,Basseterre,Propeller : Fixed Pitch,null,null,null,8.3,S,In Service/Commission,Container Ship,"""2022-11-11T16:37:48.000Z""",1668184668,7-Cargo,09/11/1996,16,null
105,18,21,Zhoushan Haitian Shipyard Co,3FBE9,0-AllShips,Korean Register,231.7,China,8219,Bangkok,7.2,7.4,10241900,null,Panama,7939,330,9602837,PUSAN,13.63135,123,100.537597,354458000,Bao Lucky,5-Moored,48521PEXT,Kingfishers Shipping Co Ltd,  Unknown,London P&I Club,Panama,"Propeller : Yes, Type Unknown",null,null,Other Cargo Ship,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:32:24.000Z""",1668184344,7-Cargo,26/05/2010,13,null
95,7,16,Kyokuyo Shipyard Corp,3FWC9,0-AllShips,Nippon Kaiji Kyokai,47.2,South Korea,5437,As_pgg,7.114,5.2,10200800,null,Panama,4513,155,9227601,PAGO PAGO HARBOR,-14.278862,120,-170.67659,357058000,No.2 Pohah,1-AtAnchor,4535213A,Oswego Ltd,Boyang Ltd,Korea P&I Club,Panama,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:48:41.000Z""",1668181721,7-Cargo,15/03/2000,15.8,null
0,0,0,Shin Kurushima Akitsu,DSRO7,0-AllShips,Korean Register,283.2,South Korea,6756,Fm Pni,7.516,5.7,11020600,null,"Korea, South",5469,283.2,8813623,POHNEPI HARBOR,2.392218,0,149.18975,440097000,Sein Sky,2-NotUnderCmd,JJR-131043,Sein Shipping Co Ltd,Sein Shipping Co Ltd,Unknown,Jeju,Propeller : Fixed Pitch,null,null,Refrigerated Cargo Ship,0.8,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:02:26.000Z""",1668182546,7-Cargo,10/11/1988,16.9,null
29,6,12,null,ZGCX,0-AllShips,null,276,null,null,Kornwerderzand,null,3,12312259,null,null,null,0,0,ROTTERDAM,52.22116,58,4.710378,319167000,W,0-Underway(Engine),null,null,null,null,null,null,null,null,null,4.7,null,null,null,"""2022-02-20T14:32:05.000Z""",1645367525,37-Pleasure,null,null,null
65,12,16,null,TRAJ7,0-AllShips,null,327.6,null,null,In Ccu,null,5.4,6241600,null,null,null,170,8615784,CALCUTTA,22.527837,90,88.312785,626206000,Kenta Maru,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-07-06T03:41:25.000Z""",1657078885,7-Cargo,null,null,null
18,4,10,Piriou Vietnam,J8B5757,6-Reserved,Bureau Veritas,261.3,France,307,Mugharraq Port,2.25,2.1,11101250,null,St Vincent & The Grenadines,475,141,9719848,DUBAYY,24.181477,54,52.568613,376293000,Bourbon Calima,5-Moored,12230,Bourbon Offshore Asia Pte Ltd,Bourbon Corp SA,Standard Club,Kingstown,Propeller : Water Jet,null,null,null,0,S,In Service/Commission,Platform Supply Ship,"""2022-11-11T16:32:25.000Z""",1668184345,4-HSC,01/05/2014,27,SH
104,13,18,61 Kommunara,3FDD4,0-AllShips,Nippon Kaiji Kyokai,0.9,China,7836,Tarawa,7.885,7,11060700,null,Panama,6971,94,9175274,TARAWA ATOLL,1.382442,134,172.941052,353509000,Sea Reefer,1-AtAnchor,5096519,Shandong Zhonglu Fishery Shpg,Shandong Zhonglu Oceanic,Skuld,Panama,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:33:19.000Z""",1668184399,7-Cargo,24/10/1999,16,null
87,4,14,null,JVJT9,9-NoInfo,null,349.2,null,null,Ctg_bgd,null,3.1,9181300,null,null,null,349.2,7637527,PHUKET,22.33525,101,91.676467,457900477,Uthaiwan,8-Underway(Sailing),null,null,null,null,null,null,null,null,null,5.2,null,null,null,"""2020-09-18T04:29:24.000Z""",1600403364,7-Cargo,null,null,null
73,10,16,null,D5LC4,0-AllShips,null,91.3,null,null,Jp Smz,null,6,3132300,null,null,null,88,9128764,BALBOA,-35.16569,94,-56.844858,636017468,Tenho Maru,1-AtAnchor,null,null,null,null,null,null,null,null,null,1,null,null,null,"""2022-07-31T15:03:17.000Z""",1659279797,7-Cargo,null,null,null
81,12,15,null,ER2713,0-AllShips,null,310.6,null,null,Alang.india,null,3.3,12302000,null,null,null,317,7508300,DOUALA,21.420288,108,72.210507,214182713,Veracruz,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-01-07T17:13:19.000Z""",1610039599,7-Cargo,null,null,null
111,15,22,null,V3EW,0-AllShips,null,100.3,null,null,Wei Hai,null,5.3,9041500,null,null,null,96,9172935,TAICANG,37.470635,128,122.234913,312791000,Venice Trader,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-09-09T05:17:04.000Z""",1662700624,7-Cargo,null,null,null
0,0,0,Tacoma Boat,WDF3158,0-AllShips,null,286.4,United States of America,null,Ketchikan,null,0,2460,null,United States Of America,138,220.5,5328329,KETCHIKAN,55.350172,0,-131.683253,367436650,Lynda,0-Underway(Engine),252750,Ranniger RT,  Unknown,Unknown,"Ketchikan, AK",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fishing Vessel,"""2022-11-11T16:40:50.000Z""",1668184850,30-Fishing,null,0,SH
9,8,13,null,YJS7403,2-HazCatB,null,185.8,null,null,Ambae,null,2.6,3130800,null,null,null,17,8804696,PORT VILA,-17.739055,35,168.307877,576139000,Helpr 1,1-AtAnchor,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-11-11T16:25:38.000Z""",1668183938,6-Passenger,null,null,null
